distance_cm,-10,-5,0,5,10
25,0.30333333333333334,0.6133333333333333,0.04,0.4866666666666667,0.44
50,0.8933333333333333,0.35,0.6633333333333333,0.4033333333333333,0.8766666666666667
75,0.6166666666666667,0.6,0.5633333333333334,0.8733333333333333,0.44
100,0.6333333333333333,0.79,0.19333333333333333,0.6766666666666666,0.38
125,0.45666666666666667,0.6433333333333333,0.55,0.6333333333333333,0.17333333333333334
