distance_cm,-10,-5,0,5,10
25,0.5533333333333333,0.57,0.3333333333333333,0.39666666666666667,0.65
50,0.4866666666666667,0.3466666666666667,0.7333333333333333,0.4166666666666667,0.7766666666666666
75,0.58,0.67,0.45,0.79,0.13666666666666666
100,0.4266666666666667,0.6333333333333333,0.36,0.6033333333333334,0.62
125,0.5866666666666667,0.31333333333333335,0.3333333333333333,0.49,0.6733333333333333
