distance_cm,-10,-5,0,5,10
25,0.6633333333333333,0.6766666666666666,0.6466666666666666,0.9833333333333333,0.84
50,0.9966666666666667,0.9533333333333334,0.69,0.5833333333333334,0.8033333333333333
75,0.7433333333333333,0.9233333333333333,0.5466666666666666,0.9633333333333334,0.41
100,0.6666666666666666,0.6766666666666666,0.35,0.6333333333333333,0.6666666666666666
125,0.6433333333333333,0.5466666666666666,0.5233333333333333,0.44666666666666666,0.31666666666666665
