distance_cm,-10,-5,0,5,10
25,0.42333333333333334,0.15666666666666668,0.2733333333333333,0.32,0.8333333333333334
50,0.8566666666666667,0.74,0.08333333333333333,0.3233333333333333,0.7633333333333333
75,0.6666666666666666,0.7166666666666667,0.27,0.49333333333333335,0.15666666666666668
100,0.38666666666666666,0.4066666666666667,0.31,0.6733333333333333,0.5633333333333334
125,0.36333333333333334,0.21666666666666667,0.42333333333333334,0.4033333333333333,0.4066666666666667
