distance_cm,-10,-5,0,5,10
25,0.72,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4766666666666667
50,1.0,0.3333333333333333,0.69,0.6233333333333333,0.85
75,0.5966666666666667,0.79,0.6666666666666666,0.9166666666666666,0.53
100,0.67,0.7933333333333333,0.29,0.9066666666666666,0.5233333333333333
125,0.9466666666666667,0.6633333333333333,0.37,0.6633333333333333,0.48333333333333334
