distance_cm,-10,-5,0,5,10
25,0.24333333333333335,0.63,0.08666666666666667,0.3233333333333333,0.6833333333333333
50,0.6,0.37666666666666665,0.36,0.45666666666666667,0.8633333333333333
75,0.5566666666666666,0.8133333333333334,0.6133333333333333,0.8233333333333334,0.46
100,0.6,0.7366666666666667,0.22,0.6933333333333334,0.4766666666666667
125,0.5,0.63,0.55,0.56,0.33
