distance_cm,-10,-5,0,5,10
25,0.28,0.6566666666666666,0.3333333333333333,0.5966666666666667,0.30666666666666664
50,1.0,0.3,0.7966666666666666,0.37333333333333335,0.66
75,0.24333333333333335,0.98,0.5866666666666667,0.9233333333333333,0.6966666666666667
100,0.6333333333333333,0.5466666666666666,0.11333333333333333,0.7333333333333333,0.48333333333333334
125,0.61,0.5966666666666667,0.35333333333333333,0.6366666666666667,0.4533333333333333
