distance_cm,-10,-5,0,5,10
25,0.32666666666666666,0.62,0.36,0.9033333333333333,0.5566666666666666
50,1.0,0.8433333333333334,0.79,0.5866666666666667,0.95
75,0.7533333333333333,0.6233333333333333,0.9866666666666667,0.8433333333333334,0.37333333333333335
100,0.66,0.6366666666666667,0.33,0.4,0.5533333333333333
125,0.7466666666666667,0.2733333333333333,0.6166666666666667,0.42333333333333334,0.35333333333333333
