distance_cm,-10,-5,0,5,10
25,0.22666666666666666,0.6433333333333333,0.3333333333333333,0.64,0.35
50,0.9566666666666667,0.28,0.81,0.38,0.72
75,0.12666666666666668,0.9833333333333333,0.6066666666666667,0.91,0.7666666666666667
100,0.61,0.5633333333333334,0.08666666666666667,0.71,0.38
125,0.6033333333333334,0.6066666666666667,0.37333333333333335,0.67,0.43
