distance_cm,-10,-5,0,5,10
25,0.74,0.6666666666666666,0.3333333333333333,0.6633333333333333,0.54
50,1.0,0.3333333333333333,0.6833333333333333,0.6233333333333333,0.8166666666666667
75,0.6233333333333333,0.7833333333333333,0.6666666666666666,0.9366666666666666,0.5633333333333334
100,0.6666666666666666,0.7933333333333333,0.2966666666666667,0.9066666666666666,0.54
125,0.96,0.7233333333333334,0.37333333333333335,0.66,0.47
