distance_cm,-10,-5,0,5,10
25,0.7766666666666666,0.6666666666666666,0.3333333333333333,0.6633333333333333,0.49
50,1.0,0.3333333333333333,0.73,0.6233333333333333,0.9233333333333333
75,0.59,0.7933333333333333,0.6766666666666666,0.8833333333333333,0.54
100,0.6666666666666666,0.7433333333333333,0.36333333333333334,0.9233333333333333,0.4866666666666667
125,0.9366666666666666,0.7,0.36,0.6633333333333333,0.4866666666666667
