distance_cm,-10,-5,0,5,10
25,0.35333333333333333,0.66,0.34,0.92,0.79
50,0.9933333333333333,0.74,0.8533333333333334,0.6,0.9466666666666667
75,0.7633333333333333,0.6366666666666667,0.8766666666666667,0.8466666666666667,0.38666666666666666
100,0.6733333333333333,0.65,0.31333333333333335,0.4033333333333333,0.58
125,0.58,0.26,0.6066666666666667,0.42333333333333334,0.39
