distance_cm,-10,-5,0,5,10
25,0.6866666666666666,0.8833333333333333,0.6666666666666666,0.6666666666666666,0.69
50,1.0,0.9766666666666667,0.7566666666666667,0.6366666666666667,0.6666666666666666
75,0.8933333333333333,0.99,0.7066666666666667,0.71,0.36333333333333334
100,0.67,0.7933333333333333,0.3933333333333333,0.9266666666666666,0.6166666666666667
125,0.8966666666666666,0.6766666666666666,0.45666666666666667,0.6866666666666666,0.46
