distance_cm,-10,-5,0,5,10
25,0.59,0.6633333333333333,0.3333333333333333,0.9166666666666666,0.37666666666666665
50,1.0,0.3333333333333333,0.8733333333333333,0.61,0.6766666666666666
75,0.44333333333333336,0.9966666666666667,0.5666666666666667,0.9833333333333333,0.6133333333333333
100,0.66,0.6366666666666667,0.14333333333333334,0.6833333333333333,0.47
125,0.63,0.6066666666666667,0.36333333333333334,0.5266666666666666,0.5766666666666667
