category,file,distance_cm,angle_deg,meas_idx,mic,band_center_hz,best_wavelet,best_kappa_decomposition_level,min_kappa_target,min_kappa_satisfied,best_effective_level,best_mu_sc,bp_cfg_id,bp_method,iir_order,bw_hz,preprocess_mode,top1_wavelet,top1_mu_sc,top2_wavelet,top2_mu_sc,top3_wavelet,top3_mu_sc,top4_wavelet,top4_mu_sc,top5_wavelet,top5_mu_sc
Box,100cm_-10Grad.pickle,100.0,-10.0,35,Mic2,,db6,6,4,True,10,0.06710065893166976,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06710065893166976,sym2,0.04807983481975408,db2,0.048079834819695765,bior2.2,0.03804596690348455,db4,0.036324350046752475
Box,100cm_-10Grad.pickle,100.0,-10.0,36,Mic2,,db6,6,4,True,10,0.06647134407539065,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06647134407539065,sym2,0.04827979068903256,db2,0.04827979068897343,bior2.2,0.038174839289178815,db4,0.03641421090164843
Box,100cm_-10Grad.pickle,100.0,-10.0,37,Mic2,,db6,6,4,True,10,0.06758244092488572,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06758244092488572,sym2,0.048238282207637304,db2,0.04823828220757829,bior2.2,0.038151854003803956,db4,0.03640392918413529
Box,100cm_-10Grad.pickle,100.0,-10.0,38,Mic2,,db6,6,4,True,10,0.0669080728584443,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.08236121420452797,db6,0.0669080728584443,sym2,0.04811990904576878,db2,0.04811990904571022,bior2.2,0.038084867592115906
Box,100cm_-10Grad.pickle,100.0,-10.0,39,Mic2,,db6,6,4,True,10,0.06764124381237599,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db11,0.18598277773129537,coif5,0.1793343560843367,db10,0.15316353593970963,db6,0.06764124381237599,rbio2.8,0.048532930299972556
Box,100cm_-10Grad.pickle,100.0,-10.0,40,Mic2,,db6,6,4,True,10,0.06768963059285595,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06768963059285595,sym2,0.04821245260157419,db2,0.04821245260151472,bior2.2,0.03819970073114338,db4,0.036331452445399176
Box,100cm_-10Grad.pickle,100.0,-10.0,41,Mic2,,db6,6,4,True,10,0.06740613293325685,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.21526864366962015,db11,0.14843755791333413,db10,0.14369627934505516,db6,0.06740613293325685,rbio2.8,0.06522727214772263
Box,100cm_-10Grad.pickle,100.0,-10.0,42,Mic2,,db6,6,4,True,10,0.06724018189939768,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.18233884471624334,db11,0.17046296224521978,db10,0.16759119621595736,rbio2.8,0.08348483302373548,db6,0.06724018189939768
Box,100cm_-10Grad.pickle,100.0,-10.0,43,Mic2,,db6,6,4,True,10,0.06665170155325974,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06665170155325974,sym2,0.04819045057248265,db2,0.048190450572423785,bior2.2,0.03814651934393417,db4,0.03634448271665806
Box,100cm_-10Grad.pickle,100.0,-10.0,44,Mic2,,db6,6,4,True,10,0.0669708492638231,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.07003899139741762,db6,0.0669708492638231,sym2,0.04827385186477664,db2,0.048273851864717554,bior2.2,0.03809396250194365
Box,100cm_-10Grad.pickle,100.0,-10.0,45,Mic2,,db6,6,4,True,10,0.05335812732093683,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.05335812732093683,sym2,0.047619015868366435,db2,0.04761901586830586,bior2.2,0.038223022485477764,db4,0.03633057799793279
Box,100cm_-10Grad.pickle,100.0,-10.0,46,Mic2,,db6,6,4,True,10,0.06672047762819348,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06672047762819348,sym2,0.0481151943579511,db2,0.04811519435789245,bior2.2,0.03810309942289918,db4,0.036404407294232034
