category,file,distance_cm,angle_deg,mic,run_idx,run_trial_start,run_trial_end,roi_start,roi_end,roi_len,target_band_hz,cfg_id,method,order,bw_hz,energy_halfwidth_hz,roi_rms,envelope_peak,envelope_median,envelope_peak_prominence_ratio,envelope_peak_to_second_ratio,peak_count_over_35pct,false_peak_penalty,detectability_score,peak_index,peak_time_us,target_energy,off_energy,main_off_ratio,main_off_ratio_db,main_peak_power,secondary_peak_power,main_secondary_peak_ratio,main_secondary_peak_ratio_db,dominant_freq_hz,dominant_freq_error_hz,energy_40k,energy_50k,energy_60k
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,60000.0,iir_o3_bw3000,iir,3,3000.0,1500.0,34.98410738711897,60.56926150191923,49.60341245847421,1.221070456646988,1.0000588517119922,34.0,33.0,-3.252281100725056,247.0,123.5,70887905.15071897,772.0767994482957,91814.57751531115,49.62911640153831,70887905.15071897,765.4001216222301,92615.487178752,99.33367231115051,60317.460317460325,317.4603174603253,6.676677826065557,765.4001216222301,70887905.15071897
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,40000.0,iir_o3_bw3500,iir,3,3500.0,1500.0,142.77968542901738,300.43312478906006,190.01496576261204,1.5811024336072201,1.0000086613775974,10.0,9.0,-0.7905703033711506,213.0,106.5,1039237332.464198,38562.48259403957,26949.440558705843,44.305497541317074,1039237332.464198,38290.66927510013,27140.746091372162,88.67243564238609,41269.84126984127,1269.8412698412722,1039237332.464198,38290.66927510013,271.8133189394367
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,50000.0,iir_o3_bw3500,iir,3,3500.0,1500.0,18.090288934753563,51.86243990431828,23.1122542527021,2.2439368889450795,1.0033257451104987,39.0,38.0,-3.60629526868298,20.0,10.0,11206053.856120564,41132.10472325826,272.44056513801667,24.352717724917472,11206053.856120564,39209.736252639086,285.7977361519824,49.12117568709792,50793.6507936508,793.6507936507987,39209.736252639086,11206053.856120564,1922.368470619174
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,60000.0,iir_o3_bw3500,iir,3,3500.0,1500.0,35.93732208871598,63.482631411337614,50.36978425140757,1.2603316125889965,1.0000163700053981,25.0,24.0,-2.3447301444618427,247.0,123.5,75334323.65002218,228.50451842651532,329684.1750385281,55.18098101348834,75334323.65002218,224.7094419446824,335252.1505018342,110.50743144698784,60317.460317460325,317.4603174603253,3.795076481832917,224.7094419446824,75334323.65002218
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,40000.0,iir_o3_bw4000,iir,3,4000.0,1500.0,147.31964731349802,318.0674997652,190.7260109064548,1.6676671328338146,1.0000371304763012,1.0,0.0,0.12216740962747041,213.0,106.5,1104581817.9803076,55453.092157916566,19919.210543475812,42.99272122069293,1104581817.9803076,55207.79045332171,20007.716463752226,86.02395048458453,41269.84126984127,1269.8412698412722,1104581817.9803076,55207.79045332171,245.30170459485865
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,50000.0,iir_o3_bw4000,iir,3,4000.0,1500.0,18.851853182614654,56.1159616659337,23.410256482627148,2.3970673583852107,1.0036865549353458,42.0,41.0,-3.8904567211536594,20.0,10.0,11547412.181873402,131829.87256893824,87.59328941803288,19.42470835844431,11547412.181873402,130704.78217685598,88.34728148086162,38.92386380893824,50793.6507936508,793.6507936507987,130704.78217685598,11547412.181873402,1125.0903920822489
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,60000.0,iir_o3_bw4000,iir,3,4000.0,1500.0,36.54183771809314,65.00725362347708,50.8340429389947,1.2788133672840107,1.0000017748406314,21.0,20.0,-1.9412557111501716,247.0,123.5,77499374.47416326,25.874885213180274,2995158.194351458,64.76419765329518,77499374.47416326,24.66820793626703,3141670.228919267,129.94321193185792,60317.460317460325,317.4603174603253,1.2066772769132448,24.66820793626703,77499374.47416326
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,40000.0,iir_o3_bw4500,iir,3,4500.0,1500.0,150.2830384371641,328.69302811112647,191.2525021999138,1.718633870565239,1.0000011689797217,1.0,0.0,0.12935108005788631,209.0,104.5,1145851987.1152096,79466.62727935445,14419.28550820608,41.58943741137142,1145851987.1152096,79250.12747155027,14458.676896470042,83.20257105577795,41269.84126984127,1269.8412698412722,1145851987.1152096,79250.12747155027,216.49980780417633
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,50000.0,iir_o3_bw4500,iir,3,4500.0,1500.0,19.60962923701856,59.32609790843056,24.37256340654696,2.434134519165594,1.00407529222189,40.0,39.0,-3.6867156574694806,20.0,10.0,11867397.689647347,493129.6916141849,24.065469776928722,13.813943438665468,11867397.689647347,489675.4324399054,24.235231958678575,27.68894361539635,50793.6507936508,793.6507936507987,489675.4324399054,11867397.689647347,3454.2591742794393
Box,25cm_-10Grad.pickle,25,-10,Mic1,0,0,24,2915,3545,630,60000.0,iir_o3_bw4500,iir,3,4500.0,1500.0,36.93642356128006,65.59397042769717,51.28469258529838,1.2790165470641723,1.0000027545131756,26.0,25.0,-2.441217571959044,252.0,126.0,78456585.8118269,1503.0812692902587,52197.168186969255,47.176469421951126,78456585.8118269,1502.2613272145074,52225.65767388889,94.35767835450883,60317.460317460325,317.4603174603253,0.8199420757511703,1502.2613272145074,78456585.8118269
