distance_cm,-10,-5,0,5,10
25,0.5033333333333333,0.7833333333333333,0.6666666666666666,0.7066666666666667,0.9733333333333334
50,1.0,0.9966666666666667,0.9866666666666667,0.9666666666666667,1.0
75,1.0,1.0,0.9966666666666667,0.9966666666666667,0.76
100,1.0,0.9966666666666667,0.97,1.0,0.7933333333333333
125,1.0,1.0,0.9966666666666667,1.0,1.0
