distance_cm,-10,-5,0,5,10
25,0.51,0.9633333333333334,0.6666666666666666,0.7066666666666667,0.9966666666666667
50,1.0,0.9966666666666667,0.9866666666666667,0.97,0.9966666666666667
75,1.0,1.0,0.9966666666666667,0.99,0.7733333333333333
100,1.0,1.0,0.9866666666666667,1.0,0.7933333333333333
125,1.0,1.0,1.0,1.0,1.0
