distance_cm,-10,-5,0,5,10
25,0.6666666666666666,0.9333333333333333,0.30666666666666664,0.8666666666666667,0.9966666666666667
50,1.0,0.9966666666666667,0.7933333333333333,0.6366666666666667,0.9833333333333333
75,0.9966666666666667,0.97,0.95,0.9966666666666667,0.8766666666666667
100,0.99,0.9966666666666667,0.8033333333333333,0.9866666666666667,0.9966666666666667
125,1.0,0.9966666666666667,0.8766666666666667,0.9966666666666667,0.98
