distance_cm,-10,-5,0,5,10
25,0.54,0.4766666666666667,0.06333333333333334,0.66,0.10333333333333333
50,1.0,0.44666666666666666,0.38,0.51,0.99
75,0.6266666666666667,0.66,0.55,0.29333333333333333,0.32
100,0.5333333333333333,0.36,0.15,0.7266666666666667,0.58
125,0.47333333333333333,0.4266666666666667,0.48,0.45,0.4766666666666667
