preprocessing,object,distance_cm,angle_deg,band_center_hz,n_trials,snr_db_mean,snr_db_median,snr_db_std,snr_db_q25,snr_db_q75,signal_power_mean,total_power_mean,reference_noise_power_mean
bandpassed,Box,100,-10.0,40000.0,100,15.394483109994859,15.304813687465368,0.6975406855684089,14.90658558571578,15.863466046667703,96.28357967902797,99.02821573737596,2.7446360583479934
bandpassed,Box,100,-10.0,50000.0,100,20.908209945241673,20.86069714470277,0.5759254374031273,20.596779718630682,21.269575567230106,93.9551433754127,94.7107049591932,0.755561583780484
bandpassed,Box,100,-10.0,60000.0,100,24.785077613685576,24.762931282523954,0.5299456064200403,24.499584445250477,25.10222902789425,57.21878943623131,57.40751764113324,0.1887282049019211
bandpassed,Box,100,-5.0,40000.0,100,16.62567755274349,16.576428350752792,0.5485838173738748,16.276194545270286,16.94271802295777,127.2261800649591,129.9708161233071,2.7446360583479934
bandpassed,Box,100,-5.0,50000.0,100,21.727798129677048,21.644072737194783,0.4968935951563925,21.39404434881869,22.000332436339733,113.22469926490457,113.98026084868506,0.755561583780484
bandpassed,Box,100,-5.0,60000.0,100,25.37554403109921,25.27706722531655,0.43048357894622274,25.073021066975635,25.64980025273679,65.39619529366591,65.58492349856782,0.1887282049019211
bandpassed,Box,100,0.0,40000.0,100,20.8075911378936,20.899986993268314,0.4647940529809117,20.5930957975936,21.155563308400886,332.360662302061,335.105298360409,2.7446360583479934
bandpassed,Box,100,0.0,50000.0,100,24.434606440456193,24.49401416954444,0.40903332035276224,24.130966473188252,24.758760620716547,210.66775600538733,211.42331758916782,0.755561583780484
bandpassed,Box,100,0.0,60000.0,100,26.26028152748038,26.27401215342232,0.4354247077576584,25.90504380146912,26.571645646859707,80.17083442266761,80.35956262756955,0.1887282049019211
bandpassed,Box,100,5.0,40000.0,100,10.645653852013977,10.73614893602884,1.1270873295129915,10.155735490977747,11.442734532172652,32.88879944570964,35.63343550405763,2.7446360583479934
bandpassed,Box,100,5.0,50000.0,100,16.68927518642408,16.65290937467436,0.5379983445211305,16.330516991137614,17.009794332644,35.52618904001184,36.281750623792334,0.755561583780484
bandpassed,Box,100,5.0,60000.0,100,21.49610154551289,21.44530592102162,0.41893859287836566,21.24252475699072,21.763786399002228,26.75773557144797,26.946463776349887,0.1887282049019211
bandpassed,Box,100,10.0,40000.0,100,13.871233893680945,13.79317437640748,0.38951441139290843,13.651878223898068,14.144418905689758,67.19719014588513,69.94182620423312,2.7446360583479934
bandpassed,Box,100,10.0,50000.0,100,22.14108331572342,22.036516604112066,0.3778158849453667,21.911051474949293,22.466680552966,124.16867082898307,124.92423241276356,0.755561583780484
bandpassed,Box,100,10.0,60000.0,100,28.58718903157001,28.532389028043518,0.3656875987342726,28.346210571290932,28.927143807520338,136.79569402908965,136.98442223399158,0.1887282049019211
bandpassed,Box,125,-10.0,40000.0,100,8.606237866006282,8.67420845495516,0.9889416175592961,8.021595041825305,9.268179694349666,26.38413901221545,29.931808213811415,3.547669201595964
