band_center_hz,snr_db_preprocessed_mean,snr_db_denoised_mean,snr_improvement_db_mean,snr_improvement_db_median,snr_improvement_db_std
40000,13.32089756945995,11.926647579240061,-1.394249990219889,-0.7835514526614036,4.862271942602779
50000,21.606847170913216,14.65786677262528,-6.948980398287937,-6.291325970353331,3.5921970406336503
60000,20.034561706218145,11.606520337525575,-8.42804136869257,-6.1661916616432535,16.898861606081844
