object,distance_cm,angle_deg,mic,trial,filename,band_center_hz,roi_start,roi_end,roi_length,snr_db_preprocessed,snr_db_denoised,snr_improvement_db,reference_roi_noise_power_mean_pre,reference_roi_noise_power_mean_denoised,denoised_roi_power_mean,denoised_estimated_signal_power
Box,100,-10.0,Mic2,13,100cm_-10Grad.pickle,50000,11550,12180,630,20.87214428321342,16.850779976504864,-4.021364306708556,0.755561583780484,0.5916083103643819,29.240792764953483,28.6491844545891
Box,100,-10.0,Mic2,13,100cm_-10Grad.pickle,60000,11550,12180,630,24.656014352055124,20.49497924330666,-4.1610351087484645,0.1887282049019211,0.18434095632273084,20.84383876708836,20.65949781076563
Box,100,-10.0,Mic2,14,100cm_-10Grad.pickle,40000,11550,12180,630,15.527662844222672,15.552006183348567,0.02434333912589537,2.7446360583479934,1.8027881124058476,66.53870507290827,64.73591696050242
Box,100,-10.0,Mic2,14,100cm_-10Grad.pickle,50000,11550,12180,630,20.77386232468372,16.382588945690927,-4.391273378992793,0.755561583780484,0.5916083103643819,26.312922861140205,25.721314550775823
Box,100,-10.0,Mic2,14,100cm_-10Grad.pickle,60000,11550,12180,630,24.36334838437249,20.06830736347833,-4.2950410208941605,0.1887282049019211,0.18434095632273084,18.910666652045766,18.726325695723034
Box,100,-10.0,Mic2,15,100cm_-10Grad.pickle,40000,11550,12180,630,16.135374084857048,16.09988672850131,-0.03548735635573763,2.7446360583479934,1.8027881124058476,75.24290484777723,73.44011673537138
Box,100,-10.0,Mic2,15,100cm_-10Grad.pickle,50000,11550,12180,630,21.464937428844078,17.41291835674628,-4.052019072097796,0.755561583780484,0.5916083103643819,33.19975391718873,32.60814560682435
Box,100,-10.0,Mic2,15,100cm_-10Grad.pickle,60000,11550,12180,630,25.085422856642182,20.635800177457696,-4.449622679184486,0.1887282049019211,0.18434095632273084,21.52470648330924,21.34036552698651
Box,100,-10.0,Mic2,16,100cm_-10Grad.pickle,40000,11550,12180,630,16.6373555610843,16.903653637449125,0.2662980763648264,2.7446360583479934,1.8027881124058476,90.17384507637408,88.37105696396823
Box,100,-10.0,Mic2,16,100cm_-10Grad.pickle,50000,11550,12180,630,21.75123260267393,17.09199736048755,-4.65923524218638,0.755561583780484,0.5916083103643819,30.87705628234796,30.28544797198358
Box,100,-10.0,Mic2,16,100cm_-10Grad.pickle,60000,11550,12180,630,25.169642787571046,20.665926611990212,-4.503716175580834,0.1887282049019211,0.18434095632273084,21.67325641999257,21.488915463669837
Box,100,-10.0,Mic2,17,100cm_-10Grad.pickle,40000,11550,12180,630,16.38890972166015,16.670030029512088,0.2811203078519391,2.7446360583479934,1.8027881124058476,85.54562877477083,83.74284066236498
Box,100,-10.0,Mic2,17,100cm_-10Grad.pickle,50000,11550,12180,630,21.474015535339525,16.810269819448358,-4.663745715891167,0.755561583780484,0.5916083103643819,28.97480115027154,28.383192839907156
Box,100,-10.0,Mic2,17,100cm_-10Grad.pickle,60000,11550,12180,630,24.83848152604372,20.224903813555866,-4.613577712487853,0.1887282049019211,0.18434095632273084,19.59821544391894,19.413874487596207
