object,filename,distance_cm,mic,trial,band_center_hz,roi_start,roi_end,roi_length,raw_roi_power,raw_ref_noise_power,snr_db_raw,denoised_roi_power,denoised_ref_noise_power,snr_db_denoised,snr_improvement_db
Box,100cm_-10Grad.pickle,100,Mic2,76,50000,11550,12180,630,144.291880087184,5.503607616684235,14.017053070131729,144.14777646565622,5.499373298582872,14.016016714321594,-0.0010363558101342818
Box,100cm_-10Grad.pickle,100,Mic2,77,50000,11550,12180,630,139.78260838241155,5.503607616684235,13.873606377738652,139.6414864976666,5.499373298582872,13.872519430078638,-0.001086947660013493
Box,100cm_-10Grad.pickle,100,Mic2,78,50000,11550,12180,630,118.02142864267947,5.503607616684235,13.105738501845003,117.90308213989023,5.499373298582872,13.104674406479713,-0.0010640953652902851
Box,100cm_-10Grad.pickle,100,Mic2,79,50000,11550,12180,630,121.70904884483369,5.503607616684235,13.245790010059036,121.58747247879069,5.499373298582872,13.244744994603595,-0.0010450154554408897
Box,100cm_-10Grad.pickle,100,Mic2,80,50000,11550,12180,630,125.47814488940895,5.503607616684235,13.384416205652514,125.35871037737252,5.499373298582872,13.383586706790098,-0.0008294988624157895
Box,100cm_-10Grad.pickle,100,Mic2,81,50000,11550,12180,630,122.90572736117589,5.503607616684235,13.290284753301666,122.77934947125517,5.499373298582872,13.289106683824759,-0.0011780694769072397
Box,100cm_-10Grad.pickle,100,Mic2,82,50000,11550,12180,630,121.32823768451853,5.503607616684235,13.231534587635494,121.2056352189618,5.499373298582872,13.230436625397203,-0.0010979622382905063
Box,100cm_-10Grad.pickle,100,Mic2,83,50000,11550,12180,630,94.4007340370064,5.503607616684235,12.08240259704196,94.30960395447333,5.499373298582872,12.081497973217738,-0.0009046238242227389
Box,100cm_-10Grad.pickle,100,Mic2,84,50000,11550,12180,630,114.18060843049166,5.503607616684235,12.954901815573487,114.05929764553763,5.499373298582872,12.95356331320803,-0.001338502365458183
Box,100cm_-10Grad.pickle,100,Mic2,85,50000,11550,12180,630,126.56008282799071,5.503607616684235,13.423405614325768,126.43402422655832,5.499373298582872,13.422375546936578,-0.0010300673891894263
Box,100cm_-10Grad.pickle,100,Mic2,86,50000,11550,12180,630,125.16395540677512,5.503607616684235,13.373027977537744,125.02731298520918,5.499373298582872,13.371562329169095,-0.0014656483686490418
Box,100cm_-10Grad.pickle,100,Mic2,87,50000,11550,12180,630,99.36816312953114,5.503607616684235,12.318541649085974,99.26757838297617,5.499373298582872,12.317424021205703,-0.0011176278802711437
Box,100cm_-10Grad.pickle,100,Mic2,88,50000,11550,12180,630,104.17375963390907,5.503607616684235,12.535383342821065,104.06742205976649,5.499373298582872,12.534229587282727,-0.0011537555383380749
Box,100cm_-10Grad.pickle,100,Mic2,89,50000,11550,12180,630,109.83497484281824,5.503607616684235,12.777674356757219,109.73208493434501,5.499373298582872,12.776908354944236,-0.0007660018129822532
Box,100cm_-10Grad.pickle,100,Mic2,90,50000,11550,12180,630,181.68643658003228,5.503607616684235,15.053161161408259,181.53740849287854,5.499373298582872,15.052933119651268,-0.000228041756990649
Box,100cm_-10Grad.pickle,100,Mic2,91,50000,11550,12180,630,153.34319953793,5.503607616684235,14.291432920818988,153.20080724240032,5.499373298582872,14.290715109540358,-0.0007178112786299096
Box,100cm_-10Grad.pickle,100,Mic2,92,50000,11550,12180,630,144.445456554436,5.503607616684235,14.0218561083285,144.31432859226075,5.499373298582872,14.021230568765118,-0.0006255395633818495
Box,100cm_-10Grad.pickle,100,Mic2,93,50000,11550,12180,630,147.10628329403062,5.503607616684235,14.104239966950733,146.9560418635004,5.499373298582872,14.103102251504216,-0.0011377154465161965
Box,100cm_-10Grad.pickle,100,Mic2,94,50000,11550,12180,630,136.7879448672252,5.503607616684235,13.775654530804024,136.65458486644678,5.499373298582872,13.774723516624206,-0.0009310141798177796
