object,distance_cm,angle_deg,band_center_hz,n_trials,snr_db_preprocessed_mean,snr_db_denoised_mean,snr_improvement_db_mean,snr_improvement_db_median,snr_improvement_db_std
Box,125,-5.0,60000,100,17.61578549293622,11.835861434486956,-5.779924058449263,-5.82909085898148,0.5860127745149174
Box,125,0.0,40000,100,19.948912004608736,20.555206091165577,0.6062940865568422,0.6188942629126029,0.059782402519899525
Box,125,0.0,50000,100,32.073250519130745,18.09745996192575,-13.975790557204995,-13.385676802148781,2.310762495577121
Box,125,0.0,60000,100,22.7427704413996,0.607134332569334,-22.135636108830262,-20.258676048422515,12.322677221345606
Box,125,5.0,40000,100,6.409443188828362,4.788367712028869,-1.621075476799494,-1.479006658393914,0.8057598398216
Box,125,5.0,50000,100,21.898600669336496,13.353859746608087,-8.544740922728412,-8.65373340409446,1.3754785507846767
Box,125,5.0,60000,100,17.7751819142155,16.37410928534323,-1.401072628872272,-1.3945672076102147,0.20615701885149515
Box,125,10.0,40000,100,10.046471178346,6.198228210453757,-3.8482429678922427,-3.7443641908677625,0.9014605671219905
Box,125,10.0,50000,100,25.95269183091247,24.027111504876615,-1.9255803260358533,-1.883143024256995,0.340786996183448
Box,125,10.0,60000,100,21.866542716195042,19.415149000139742,-2.4513937160552963,-2.409979124255072,0.2613268974379187
Dose,25,-10.0,40000,100,7.182446263477334,4.9143865191700025,-2.268059744307331,-2.271488638904249,0.15625933070298295
Dose,25,-10.0,50000,100,16.394580424422365,10.209133439382317,-6.18544698504005,-6.190205471677027,0.15225738740484665
Dose,25,-10.0,60000,100,12.023870778831743,5.645614599699505,-6.378256179132237,-6.298473839459392,0.2477694754587843
Dose,25,-5.0,40000,100,7.125401044025234,4.391414077310327,-2.733986966714907,-2.7374179036618407,0.0989318402622828
Dose,25,-5.0,50000,100,15.6303946491437,8.68786561934757,-6.94252902979613,-6.941081992735778,0.10777186002708394
Dose,25,-5.0,60000,100,9.834041977580009,-140.02795206139265,-149.86199403897265,-149.83810114034117,0.09914465278607286
Dose,25,0.0,40000,100,7.980425667108047,7.623354376863889,-0.3570712902441581,-0.35824013210944683,0.009290497960949435
Dose,25,0.0,50000,100,17.294095381707532,9.362134684353864,-7.93196069735367,-7.9296842787793835,0.042637946383519594
Dose,25,0.0,60000,100,12.795310214490117,5.973150503394988,-6.822159711095128,-6.830550648896544,0.11074512158989908
Dose,25,5.0,40000,100,3.286826384069307,-3.6220577389665563,-6.908884123035863,-6.934360050577668,0.27003594232076594
Dose,25,5.0,50000,100,14.415855785462309,9.492943016239021,-4.922912769223287,-4.931562926708286,0.05540906320004864
Dose,25,5.0,60000,100,11.36381640509107,6.677243583496399,-4.686572821594671,-4.649696588676238,0.16099762960785408
Dose,25,10.0,40000,100,2.560245386208428,-16.932065281842682,-19.49231066805111,-9.53694525721864,35.95377991633986
Dose,25,10.0,50000,100,13.873773867256503,9.26482898318097,-4.608944884075532,-4.5743865180209635,0.13582674993060473
Dose,25,10.0,60000,100,10.91731303855934,6.3056323015967735,-4.611680736962567,-4.687516348017738,0.26410540515751635
Dose,50,-10.0,40000,100,9.963088477689244,9.439634352685871,-0.5234541250033726,-0.5224072227278729,0.053063931774334744
Dose,50,-10.0,50000,100,13.836650161700188,4.282536829331361,-9.554113332368829,-9.460824564767314,0.5155360162085482
Dose,50,-10.0,60000,100,13.341564463113311,5.010324158020772,-8.331240305092539,-8.30256632817607,0.5866369329312539
Dose,50,-5.0,40000,100,8.230161133868451,4.925878508425294,-3.304282625443157,-3.2555201844278905,0.29194769029445866
Dose,50,-5.0,50000,100,12.582324385910761,6.144456813539472,-6.437867572371289,-6.485889034082254,0.2955937972073791
Dose,50,-5.0,60000,100,13.055708338301558,5.371869012136798,-7.683839326164761,-7.585132823318487,0.5315246872264374
Dose,50,0.0,40000,100,13.896883480250244,13.20415415223144,-0.6927293280188047,-0.7001029247069255,0.0354686152093026
