target_band_hz,cfg_id,order,bw_hz,roi_rms_mean,roi_rms_std,envelope_peak_mean,envelope_peak_std,envelope_median_mean,envelope_median_std,envelope_peak_prominence_ratio_mean,envelope_peak_prominence_ratio_std,envelope_peak_to_second_ratio_mean,envelope_peak_to_second_ratio_std,peak_count_over_35pct_mean,peak_count_over_35pct_std,false_peak_penalty_mean,false_peak_penalty_std,detectability_score_mean,detectability_score_std,peak_index_mean,peak_index_std,peak_time_us_mean,peak_time_us_std,target_energy_mean,target_energy_std,off_energy_mean,off_energy_std,main_off_ratio_mean,main_off_ratio_std,main_off_ratio_db_mean,main_off_ratio_db_std,main_peak_power_mean,main_peak_power_std,secondary_peak_power_mean,secondary_peak_power_std,main_secondary_peak_ratio_mean,main_secondary_peak_ratio_std,main_secondary_peak_ratio_db_mean,main_secondary_peak_ratio_db_std,dominant_freq_hz_mean,dominant_freq_hz_std,dominant_freq_error_hz_mean,dominant_freq_error_hz_std,energy_40k_mean,energy_40k_std,energy_50k_mean,energy_50k_std,energy_60k_mean,energy_60k_std,n_samples,pareto_front_size,pareto_selected_by_tiebreak
40000.0,iir_o8_bw4000,8,4000.0,53.173030248139995,50.767011212534264,108.33748229414502,102.83567753294187,72.32244332618815,69.91493019544562,1.5203611651273248,0.19950891956667313,7850992203645.985,57565888379203.32,14.391111111111112,13.838763238032195,13.391111111111112,13.838763238032204,-1.0434688084314903,1.8069274964615605,245.6211111111111,70.33259346869696,122.81055555555555,35.16629673434848,212136433.88771614,382293691.83731264,3187.9930958788364,4798.976940375562,214230.2248145248,611517.3383393959,47.68039357970791,5.645218311870836,212136433.88771614,382293691.83731264,3148.0346460205383,4735.650577633449,233715.14494090516,705942.3406946458,95.51088733785058,11.428842383845016,41269.84126984127,0.0,1269.8412698412722,0.0,212136433.88771614,382293691.83731264,3148.0346460205383,4735.650577633449,39.95844985829806,73.6434216652865,4500,13,True
50000.0,iir_o1_bw7000,1,7000.0,30.79197978861569,24.525860346159387,82.97946754268825,66.44550221937418,30.229116874331112,24.840502997154854,2.872385898115782,0.6836083254790607,1.1172913209048003,0.09806242252917148,7.034888888888889,6.305787207826637,6.034888888888889,6.305787207826634,-0.3372240046154162,0.6608528194752055,245.50755555555557,93.52337719069942,122.75377777777778,46.76168859534971,50330012.25271838,86519109.07627212,27107860.714497674,46563903.4071754,2.8061002667521198,1.9036234857430068,3.1526571520267574,3.940014951573969,50330012.25271838,86519109.07627212,22002059.827648446,38652216.581303954,3.6754336662760365,2.726590002256994,8.323494560490863,8.212097029117606,50793.6507936508,0.0,793.6507936507987,0.0,21769124.564698517,38733065.60511445,50330012.25271838,86519109.07627212,5338736.149799159,9454314.30030459,4500,30,True
60000.0,iir_o1_bw7000,1,7000.0,22.324404247072106,19.898295368466105,57.21369031521202,48.73556636127871,26.923760531305263,25.88092054112821,2.316909392017003,0.5126494870616753,1.1404893271730492,0.15170260665660174,9.964222222222222,7.359519946778302,8.964222222222222,7.3595199467783035,-0.6770070134195214,0.751807650928033,222.8251111111111,99.79019707575013,111.41255555555556,49.895098537875064,40900886.18241139,75527436.85956754,7297364.515956125,11211535.118260866,5.823622732186641,7.563014330646765,5.656825824300688,4.105235898075541,40900886.18241139,75527436.85956754,6209442.451699476,10297714.464491015,7.906458057903104,12.877364629176803,13.126791769498935,8.74523153649219,60317.460317460325,0.0,317.4603174603253,0.0,1341549.2327644215,2393058.103296609,5955815.283191704,10265396.76806752,40900886.18241139,75527436.85956754,4500,17,True
