distance_cm,-10,-5,0,5,10
25,0.6666666666666666,0.63,0.3433333333333333,0.33,0.36
50,1.0,0.6633333333333333,0.38666666666666666,0.6033333333333334,0.9566666666666667
75,0.65,0.5333333333333333,0.44,0.41333333333333333,0.8266666666666667
100,0.35,0.2966666666666667,0.2966666666666667,0.88,0.68
125,0.5433333333333333,0.38666666666666666,0.36666666666666664,0.7533333333333333,0.64
