distance_cm,-10,-5,0,5,10
25,0.55,0.66,0.6666666666666666,0.68,0.6633333333333333
50,1.0,0.9966666666666667,0.7233333333333334,0.6666666666666666,1.0
75,1.0,1.0,0.99,0.9766666666666667,0.9966666666666667
100,1.0,1.0,0.9933333333333333,0.9966666666666667,0.94
125,1.0,1.0,0.8933333333333333,0.9966666666666667,1.0
