distance_cm,-10,-5,0,5,10
25,0.6666666666666666,0.7466666666666667,0.32,1.0,0.6733333333333333
50,0.99,0.3333333333333333,0.5633333333333334,0.64,0.9933333333333333
75,0.9033333333333333,0.6466666666666666,0.6733333333333333,0.75,0.7033333333333334
100,0.9133333333333333,0.6966666666666667,0.36666666666666664,0.8933333333333333,0.88
125,0.75,0.67,0.69,0.9633333333333334,0.6633333333333333
