distance_cm,-10,-5,0,5,10
25,0.4033333333333333,0.33666666666666667,0.35,0.6666666666666666,0.3433333333333333
50,0.8533333333333334,0.33,0.4666666666666667,0.5166666666666667,0.9166666666666666
75,0.6933333333333334,0.7466666666666667,0.7133333333333334,0.9133333333333333,0.7333333333333333
100,0.81,0.7766666666666666,0.33,0.95,0.5466666666666666
125,0.96,0.6733333333333333,0.58,0.91,0.6666666666666666
