distance_cm,-10,-5,0,5,10
25,0.6666666666666666,0.6366666666666667,0.3466666666666667,0.9866666666666667,0.9766666666666667
50,1.0,0.9966666666666667,0.6733333333333333,0.6433333333333333,0.8766666666666667
75,1.0,1.0,0.9866666666666667,1.0,0.8133333333333334
100,1.0,0.9966666666666667,0.78,0.9466666666666667,0.9933333333333333
125,0.9933333333333333,1.0,0.7266666666666667,1.0,1.0
