distance_cm,-10,-5,0,5,10
25,0.6633333333333333,0.6566666666666666,0.6666666666666666,0.6866666666666666,0.6633333333333333
50,1.0,0.9966666666666667,0.7066666666666667,0.6666666666666666,1.0
75,1.0,1.0,0.9966666666666667,0.97,0.9933333333333333
100,1.0,1.0,0.9833333333333333,0.9933333333333333,0.8966666666666666
125,1.0,1.0,0.87,0.99,1.0
