distance_cm,-10,-5,0,5,10
25,0.8233333333333334,0.5666666666666667,0.35,0.9966666666666667,0.4
50,1.0,0.6033333333333334,0.7966666666666666,0.6333333333333333,1.0
75,1.0,1.0,0.9766666666666667,0.9833333333333333,0.91
100,0.9966666666666667,0.9866666666666667,0.8066666666666666,0.9233333333333333,0.89
125,1.0,0.8166666666666667,0.7566666666666667,0.9833333333333333,0.9666666666666667
