distance_cm,-10,-5,0,5,10
25,0.6433333333333333,0.9133333333333333,0.5,0.8766666666666667,0.89
50,0.95,0.33666666666666667,0.6066666666666667,0.6333333333333333,0.9233333333333333
75,0.7833333333333333,0.63,0.65,0.76,0.6466666666666666
100,0.8,0.65,0.57,0.88,0.8733333333333333
125,0.74,0.7366666666666667,0.69,0.9633333333333334,0.6966666666666667
