object,distance_cm,angle_deg,mic,trial,band_center_hz,preprocessing,filename,roi_start,roi_end,roi_length,object_roi_power_mean,reference_roi_noise_power_mean,estimated_signal_power,snr_db
Box,100,-10.0,Mic2,21,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,97.74798345753851,0.755561583780484,96.99242187375802,21.08467935392913
Box,100,-10.0,Mic2,21,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,60.03076951793562,0.18872820490192116,59.8420413130337,25.011695905169926
Box,100,-10.0,Mic2,22,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,127.97445443788186,7.729326246839716,120.24512819104214,11.91925850876967
Box,100,-10.0,Mic2,22,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,94.1076995030183,2.7446360583479934,91.3630634446703,15.22285888540499
Box,100,-10.0,Mic2,22,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,90.92820684752046,0.755561583780484,90.17264526373997,20.768049418415096
Box,100,-10.0,Mic2,22,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,56.58841304069681,0.18872820490192116,56.399684835794886,24.754398680213626
Box,100,-10.0,Mic2,23,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,124.15531808922552,7.729326246839716,116.4259918423858,11.779083076059624
Box,100,-10.0,Mic2,23,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,90.51067360330059,2.7446360583479934,87.7660375449526,15.048417266066798
Box,100,-10.0,Mic2,23,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,89.52814233166045,0.755561583780484,88.77258074787996,20.700089773493566
Box,100,-10.0,Mic2,23,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,56.463861437973755,0.18872820490192116,56.275133233071834,24.744797227691386
Box,100,-10.0,Mic2,24,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,123.15373423334984,7.729326246839716,115.42440798651012,11.741560169219149
Box,100,-10.0,Mic2,24,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,90.47842622430305,2.7446360583479934,87.73379016595506,15.046821269182384
Box,100,-10.0,Mic2,24,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,87.77965732115821,0.755561583780484,87.02409573737772,20.61369650963606
Box,100,-10.0,Mic2,24,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,54.10700065085961,0.18872820490192116,53.91827244595769,24.558991597436485
Box,100,-10.0,Mic2,25,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,122.68891329264248,7.729326246839716,114.95958704580276,11.724035562658749
Box,100,-10.0,Mic2,25,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,91.29461335043254,2.7446360583479934,88.54997729208455,15.087036894598347
Box,100,-10.0,Mic2,25,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,87.67308375200535,0.755561583780484,86.91752216822486,20.60837468736618
Box,100,-10.0,Mic2,25,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,53.37993096027061,0.18872820490192116,53.19120275536869,24.50003001554998
Box,100,-10.0,Mic2,26,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,115.91976151773417,7.729326246839716,108.19043527089445,11.460472292428786
Box,100,-10.0,Mic2,26,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,86.5356516179972,2.7446360583479934,83.79101555964921,14.847126894716707
Box,100,-10.0,Mic2,26,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,81.91620241294719,0.755561583780484,81.1606408291667,20.310755991965127
Box,100,-10.0,Mic2,26,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,49.41820356555355,0.18872820490192116,49.22947536065163,24.163883984039117
Box,100,-10.0,Mic2,27,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,131.6368650684307,7.729326246839716,123.90753882159098,12.04956091857714
Box,100,-10.0,Mic2,27,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,100.26861195272456,2.7446360583479934,97.52397589437656,15.506266337581152
Box,100,-10.0,Mic2,27,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,91.95370549142078,0.755561583780484,91.19814390764029,20.817161312390475
Box,100,-10.0,Mic2,27,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,53.90272696776664,0.18872820490192116,53.71399876286472,24.54250675717709
Box,100,-10.0,Mic2,28,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,119.9325013354574,7.729326246839716,112.20317508861768,11.618635078125418
Box,100,-10.0,Mic2,28,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,87.24764269827925,2.7446360583479934,84.50300663993126,14.883873968452235
