category,file,relative_path,distance_cm,angle_deg,trial,ok,x_true_m,y_true_m,x_est_m,y_est_m,dist_true_m,dist_est_m,angle_est_deg,xy_err_cm,dist_err_cm,angle_err_deg,theta_est_deg,n_iter,cov_xx,cov_xy,cov_yy,cov_trace
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,21,True,-0.17364817766693033,0.984807753012208,110.47031079348258,-157.93950954254944,1.0,192.73966442159667,145.02925143611517,19364.66480078335,19173.966442159668,155.02925143611515,45.0,20,0.00902397081058693,0.006311722334490707,0.004414668454009381,0.013438639264596312
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,22,True,-0.17364817766693033,0.984807753012208,0.3632061502233716,0.9278579828757753,1.0,0.9964131391879499,21.37765249099982,53.98665072896635,-0.35868608120500634,31.37765249099982,-45.0,5,2.426919314663819e-07,-9.513393841485719e-08,3.732975017235198e-08,2.8002168163873383e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,23,True,-0.17364817766693033,0.984807753012208,0.1454627203878581,0.9889126194955515,1.0,0.9995536864121856,8.367836655919804,31.91372983312663,-0.044631358781443975,18.367836655919803,-45.0,4,2.4511690891669613e-07,-3.6101779816419714e-08,5.3506487180171e-09,2.5046755763471326e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,24,True,-0.17364817766693033,0.984807753012208,68.0063714335829,-87.45003031554738,1.0,110.78074903949963,142.12922903269802,11166.573179988016,10978.074903949962,152.12922903269805,45.0,20,0.002974111089321316,0.002312802425524017,0.0017985391449799198,0.004772650234301236
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,25,True,-0.17364817766693033,0.984807753012208,14.553671962357257,-81.71163868090181,1.0,82.9975979381702,169.90094315160877,8399.759646147008,8199.75979381702,179.90094315160877,45.0,20,0.0016892681129648673,0.0003008696375685782,5.358687300099288e-05,0.0017428549859658602
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,26,True,-0.17364817766693033,0.984807753012208,0.2797811740828962,0.9580198846172191,1.0,0.9980378773840167,16.279973839952568,45.42199543408625,-0.1962122615983275,26.27997383995256,-45.0,5,2.4393940329221843e-07,-7.133628172085034e-08,2.0896710845678004e-08,2.6483611413789645e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,27,True,-0.17364817766693033,0.984807753012208,98.05115538351502,-130.7573615801797,1.0,163.43658305120078,143.1348324542791,16432.92768049814,16243.658305120078,153.1348324542791,45.0,20,0.006478910235025416,0.004858284993928301,0.003643040659184309,0.010121950894209725
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,28,True,-0.17364817766693033,0.984807753012208,106.35910335000858,-148.19910927986743,1.0,182.4150072136717,144.33386328902822,18331.685206038903,18141.500721367167,154.33386328902822,45.0,20,0.00807878256227126,0.005797891770622677,0.004160967215692527,0.012239749777963788
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,29,True,-0.17364817766693033,0.984807753012208,113.83846160611887,-170.16799265331278,1.0,204.73480667562544,146.21839047289828,20565.029118451876,20373.480667562544,156.21839047289825,45.0,20,0.0101908799758438,0.006817396782406338,0.004560636518296552,0.014751516494140353
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,30,True,-0.17364817766693033,0.984807753012208,75.19321783630524,-78.47140291256947,1.0,108.68201821665289,136.2221270072267,10951.462873105735,10768.201821665289,146.22212700722673,45.0,20,0.0028441832327277495,0.0027253079730873344,0.002611401277247579,0.005455584509975329
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,31,True,-0.17364817766693033,0.984807753012208,67.98956156692824,-93.13644271714045,1.0,115.31252076017726,143.87057255826718,11621.115674818355,11431.252076017727,153.8705725582672,45.0,20,0.0032271736873107776,0.0023557931229117833,0.001719697152227589,0.004946870839538367
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,32,True,-0.17364817766693033,0.984807753012208,74.72308535235292,-99.2772105293094,1.0,124.25580073000955,143.03228120580408,12514.788453470315,12325.580073000956,153.0322812058041,45.0,20,0.0037445685506142016,0.002818381070990505,0.0021212783117392307,0.005865846862353433
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,33,True,-0.17364817766693033,0.984807753012208,0.3379288809808883,0.938252593138678,1.0,0.9972531559902175,19.80741457753978,51.3691025661928,-0.2746844009782534,29.807414577539788,-45.0,5,2.432576978726332e-07,-8.773487492946419e-08,3.168000412226664e-08,2.7493770199489983e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,34,True,-0.17364817766693033,0.984807753012208,0.09543522073077648,0.9952761854313754,1.0,0.9998412707238893,5.477241995458851,26.92869535840414,-0.015872927611071397,15.477241995458854,45.0,4,2.453442440915703e-07,-2.3555804199510815e-08,2.294650656249152e-09,2.476388947478194e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,35,True,-0.17364817766693033,0.984807753012208,0.5272334835654996,0.8425401103328981,1.0,0.9939059229687607,32.03695850663839,71.51749332893725,-0.609407703123932,42.0369585066384,-45.0,6,2.3994524408705263e-07,-1.5038717872648043e-07,9.43016841481029e-08,3.342469282351555e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,36,True,-0.17364817766693033,0.984807753012208,0.38169372911820704,0.9205153134861735,1.0,0.9965131936962559,22.52144980229541,55.90511168148768,-0.34868063037440944,32.52144980229542,-45.0,5,2.4261715246765084e-07,-1.0074423247871936e-07,4.187135721455949e-08,2.844885096822103e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,37,True,-0.17364817766693033,0.984807753012208,0.13450701833696804,0.9901031868765782,1.0,0.9991979076464571,7.736357337695648,30.820069182922506,-0.08020923535428937,17.736357337695637,-45.0,5,2.449645098689547e-07,-3.332178172370673e-08,4.565993855532045e-09,2.495305037244867e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,38,True,-0.17364817766693033,0.984807753012208,67.05094895016335,-86.18375509523347,1.0,109.19463996658715,142.11708912392973,11007.953855293745,10819.463996658715,152.11708912392976,45.0,20,0.0028895266445172524,0.0022480077620343694,0.001748915885416062,0.004638442529933315
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,39,True,-0.17364817766693033,0.984807753012208,8.77368788160959,-85.66540714480873,1.0,86.11352727841165,174.15226501997685,8711.093251938117,8511.352727841166,-175.84773498002312,-45.0,20,0.001819288468498329,0.00018632442582569488,1.9082653690700045e-05,0.001838371122189029
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,40,True,-0.17364817766693033,0.984807753012208,0.46427950443392546,0.880306131206905,1.0,0.9952358227464886,27.80747246632484,64.64304421594863,-0.47641772535114146,37.80747246632484,-45.0,5,2.4130632653825275e-07,-1.274572403549075e-07,6.736436890867338e-08,3.0867069544692614e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,41,True,-0.17364817766693033,0.984807753012208,0.22465878615122573,0.9722074488048882,1.0,0.9978270860758649,13.011582033080964,39.85062171311194,-0.21729139241351003,23.01158203308097,-45.0,4,2.440530871692391e-07,-5.647058216254627e-08,1.3101007769263754e-08,2.5715409493850284e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,42,True,-0.17364817766693033,0.984807753012208,109.20595485813064,-129.70730265459213,1.0,169.55802823342228,139.90458432854683,17042.395747975723,16855.802823342226,149.90458432854683,45.0,20,0.006952367717455332,0.0058534112838444724,0.004928166264929727,0.011880533982385059
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,43,True,-0.17364817766693033,0.984807753012208,82.20540582329787,-107.07924804510813,1.0,134.99516327809263,142.4863260874527,13588.28491518821,13399.516327809264,152.4863260874527,45.0,20,0.004417738018689892,0.003391472137978827,0.002603613759746009,0.007021351778435901
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,44,True,-0.17364817766693033,0.984807753012208,41.87635676180753,-54.9428558362458,1.0,69.0821732655008,142.6860680051018,6997.218354434169,6808.21732655008,152.6860680051018,45.0,20,0.0011571260648925341,0.0008819117481244518,0.0006721552775697953,0.0018292813424623294
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,45,True,-0.17364817766693033,0.984807753012208,0.254947060472297,0.9663614084816348,1.0,0.9994260229982378,14.779124245729063,42.89920113267397,-0.05739770017622048,24.779124245729065,-45.0,4,2.4472503861541734e-07,-6.46498256766997e-08,1.711376981034503e-08,2.6183880842576237e-07
Box,100cm_-10Grad.pickle,Box/100cm_-10Grad.pickle,100.0,-10.0,46,True,-0.17364817766693033,0.984807753012208,96.53057178607224,-128.26938307095367,1.0,160.53406468020768,143.03629722817715,16142.599544172997,15953.406468020768,153.03629722817715,45.0,20,0.006250314575506448,0.0047036835808169294,0.003539764164105257,0.009790078739611706
